,Method,Mark,Dataset,binsize,feature_selection,kmeans_ami,kmeans_ari,ward_ami,ward_ari,silhouette,cosine_ami,cosine_ari
1144,SCALE,H3K4me1,PairedTag_Zhu_2021,50,raw,0.534425171399988,0.3289735321749845,0.5516662094303157,0.3511468710638101,0.0419220181503307,0.4661378266239749,0.186482762972022
1145,NMF,H3K4me1,PairedTag_Zhu_2021,50,raw,0.3414219205237163,0.1118033533469999,0.2826419883572624,0.0483943514712588,-0.1651501388501123,0.5420301300697872,0.3179144060675168
1146,TFIDF-NMF,H3K4me1,PairedTag_Zhu_2021,50,raw,0.5745177250863641,0.3503428492403544,0.5638002284199607,0.3355182994499929,0.0436006851736515,0.6033603256085953,0.3958775156044805
1147,Chromscape_LSI,H3K4me1,PairedTag_Zhu_2021,20,raw,0.5194026923710067,0.2754298886067454,0.5488084158513014,0.3309600235169408,0.031960823458652,0.6058617208300645,0.4271192855470222
1148,Chromscape_PCA,H3K4me1,PairedTag_Zhu_2021,20,raw,0.4374704557975601,0.2092324611003141,0.4711176803622756,0.2663645514465335,-0.0560866470154225,0.402073194937015,0.1822430976052021
1149,Signac,H3K4me1,PairedTag_Zhu_2021,20,raw,0.3832054579805432,0.1088925803652116,0.313448890968738,0.0721977209961312,-0.0810316188067706,0.6419117097735945,0.4599470245411632
1150,SnapATAC,H3K4me1,PairedTag_Zhu_2021,20,raw,0.5002699308162167,0.2505595062907502,0.5151176944395529,0.2632417068990468,-0.0108290518548063,0.566162127021371,0.3125732816672922
1151,cisTopic,H3K4me1,PairedTag_Zhu_2021,20,raw,0.5213768302825817,0.2579550748498387,0.5237251526976886,0.2784904879361214,-0.0235042172653315,0.5483226498904639,0.3265761607445013
1152,PeakVI,H3K4me1,PairedTag_Zhu_2021,20,raw,0.5675575507511387,0.3695529357081145,0.557289317666586,0.3482044956195652,0.0266516209136588,0.4312301309665824,0.2192491911343979
1153,SCALE,H3K4me1,PairedTag_Zhu_2021,20,raw,0.4670341482608907,0.2511190947743246,0.4532432706741792,0.2509924739795967,-0.0164241975423756,0.2093350767433227,0.0361919357144287
1154,NMF,H3K4me1,PairedTag_Zhu_2021,20,raw,0.2946147295444702,0.1037547277251773,0.3305639382762352,0.1227960614724646,-0.1850598443365874,0.5350556883674383,0.301151059687985
1155,TFIDF-NMF,H3K4me1,PairedTag_Zhu_2021,20,raw,0.582784785396296,0.3715996233816369,0.5831734590572559,0.379840434399717,0.0721567569579243,0.6270160490046345,0.4439396335831593
1156,Chromscape_LSI,H3K4me1,PairedTag_Zhu_2021,100,raw,0.5397436347669698,0.3008452065038124,0.5618052725367635,0.3561008572854401,0.0497228481221115,0.6090553303275281,0.4179720013706811
1157,Chromscape_PCA,H3K4me1,PairedTag_Zhu_2021,100,raw,0.5533169356893406,0.331918013738453,0.5645142185537638,0.3843798590809466,0.0412743777457415,0.5317131241017047,0.3363894807431535
1158,Signac,H3K4me1,PairedTag_Zhu_2021,100,raw,0.6337147391883419,0.4448132098920466,0.6650579338800822,0.4457943769442713,-0.0508187429122231,0.6678007139404607,0.5175315780137474
1159,SnapATAC,H3K4me1,PairedTag_Zhu_2021,100,raw,0.4877352159279688,0.2472994043080047,0.4844162755074818,0.2453608108440074,-0.0182481221091754,0.4594382950998226,0.1705100037779537
1160,cisTopic,H3K4me1,PairedTag_Zhu_2021,100,raw,0.5294603845936852,0.2676603820495278,0.5307771535658251,0.2882675997493925,-0.0079379841017023,0.5640730667436118,0.3144094139366729
1161,PeakVI,H3K4me1,PairedTag_Zhu_2021,100,raw,0.6417060833704841,0.4668302452439384,0.6350756166571024,0.4701091204891481,0.0949763913035148,0.5366042247886906,0.3110475167075289
1162,SCALE,H3K4me1,PairedTag_Zhu_2021,100,raw,0.5467432818941308,0.335789643096913,0.544900339238771,0.3162268400187135,0.0464977528861171,0.4601967517586998,0.1865359507664674
1163,NMF,H3K4me1,PairedTag_Zhu_2021,100,raw,0.3386549030945713,0.1074759934666977,0.3568838788290254,0.1170065221842943,-0.1349800472519813,0.5327765637485422,0.3267866968204868
1164,TFIDF-NMF,H3K4me1,PairedTag_Zhu_2021,100,raw,0.5723450541808153,0.3385774603781584,0.574676383585883,0.3467011974283088,0.0716610899443793,0.6556688491866113,0.4703346854878655
1165,Chromscape_LSI,H3K4me1,PairedTag_Zhu_2021,300,raw,0.5527439354289477,0.3289800121018594,0.5730509079164661,0.3895808405959275,0.0592071090214726,0.5983895000167331,0.4103486438941897
1166,Chromscape_PCA,H3K4me1,PairedTag_Zhu_2021,300,raw,0.5545094415137405,0.3351736107523442,0.5436978292036276,0.3561345630981218,0.0476012385948693,0.5585927278662358,0.397951108163698
1167,Signac,H3K4me1,PairedTag_Zhu_2021,300,raw,0.6896149136306545,0.4569227492339059,0.6447209217891686,0.4168742815494449,0.0218814063716094,0.6064544079781342,0.4522016534865581
1168,SnapATAC,H3K4me1,PairedTag_Zhu_2021,300,raw,0.4812075330297466,0.2439614602513847,0.4668414483914072,0.2277717747830069,-0.0171431352786213,0.5518587898702427,0.3045836537330906
1169,cisTopic,H3K4me1,PairedTag_Zhu_2021,300,raw,0.5482546583498643,0.3177883020889963,0.5346688425972392,0.305265778260758,0.016716559737248,0.5651102838303157,0.363217349576575
1170,PeakVI,H3K4me1,PairedTag_Zhu_2021,300,raw,0.5600835698156807,0.3502536120475359,0.5557892721916683,0.3403416685341616,0.033958607909328,0.5532565574385365,0.3609646521262932
1171,SCALE,H3K4me1,PairedTag_Zhu_2021,300,raw,0.4614505175645788,0.2518614718269841,0.4678419777669005,0.2466243172188038,0.0014352656450682,0.3108480818110209,0.0479824722248047
1172,NMF,H3K4me1,PairedTag_Zhu_2021,300,raw,0.347191404675937,0.0990286193515777,0.4208123106980731,0.1739086716407402,-0.1707649177626549,0.5764740964934808,0.3728272221611654
1173,TFIDF-NMF,H3K4me1,PairedTag_Zhu_2021,300,raw,0.5793293042005434,0.3921735653419198,0.5874388036195329,0.396163906097856,0.0571356452874839,0.6203405976490222,0.4474401408458907
1174,Chromscape_LSI,H3K4me1,PairedTag_Zhu_2021,200,raw,0.5540241863714002,0.328751454674977,0.5747016863410981,0.3846313020116357,0.056347007366984,0.5877931945316519,0.4350817669685005
1175,Chromscape_PCA,H3K4me1,PairedTag_Zhu_2021,200,raw,0.560104663864589,0.3379841099546423,0.5488259385143969,0.3405899678166533,0.0448230858104502,0.5649141492796164,0.4029946025414811
1176,Signac,H3K4me1,PairedTag_Zhu_2021,200,raw,0.6695106699335963,0.3953070973419412,0.6474749415536601,0.432698413262804,-0.0036645632772267,0.6418114861371745,0.4928202363005775
1177,SnapATAC,H3K4me1,PairedTag_Zhu_2021,200,raw,0.4868555025401657,0.2465133195106799,0.4863935215369719,0.2328143569590053,-0.0171658727595541,0.5453533548345726,0.3082065551976938
1178,cisTopic,H3K4me1,PairedTag_Zhu_2021,200,raw,0.5274386203178476,0.2987823153842385,0.5309194062767868,0.3103082141722905,0.0001932567505801,0.5159471928145211,0.3282553506907207
1179,PeakVI,H3K4me1,PairedTag_Zhu_2021,200,raw,0.615274676750742,0.4316373518576036,0.6061381333887403,0.4320500597436422,0.0680220890456873,0.6124178899690095,0.4019718222339715
1180,SCALE,H3K4me1,PairedTag_Zhu_2021,200,raw,0.4795302669636859,0.2646084146752182,0.4967650424368018,0.2645139970021614,0.0170392932060191,0.2484958637141669,0.0336501007670881
1181,NMF,H3K4me1,PairedTag_Zhu_2021,200,raw,0.3257001851382448,0.0964242382711099,0.3609100760521068,0.1077547940101447,-0.1545186836728413,0.5398490799351402,0.327829842046561
1182,TFIDF-NMF,H3K4me1,PairedTag_Zhu_2021,200,raw,0.5686105611468248,0.3532312291250613,0.5797865623271301,0.3647134031271739,0.0570425084055241,0.6296554079075812,0.4181509972525642
1183,PeakVI,H3K4me1,PairedTag_Zhu_2021,30,raw,0.5976484404738308,0.4145815245845428,0.5968457654338851,0.4148595925727835,0.0511333509548875,0.522951582427423,0.2914923616613479
1184,SCALE,H3K4me1,PairedTag_Zhu_2021,30,raw,0.5091206815183152,0.2835129439144012,0.5115464833396586,0.3102592754577234,0.026986333749031,0.4539821363233928,0.1798372824230948
1185,NMF,H3K4me1,PairedTag_Zhu_2021,30,raw,0.3123016790428224,0.0888356548614311,0.3699234125697592,0.1347781263636094,-0.1755415210862509,0.546765089583034,0.3211196720006737
1186,TFIDF-NMF,H3K4me1,PairedTag_Zhu_2021,30,raw,0.565166368164341,0.3247895900144198,0.5872300103269876,0.3763985477242058,0.0708275230943738,0.6189964311338662,0.4080946495444297
1187,NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_cell_q_10_100,0.1254357095528961,0.0180506005928884,0.1488430030846124,0.0201874814314214,-0.2165043409673455,,
1188,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_cell_q_10_100,0.4228406511132466,0.2225079262822871,0.4371991704768897,0.2481445358492898,-0.0003519705185617,,
1189,NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_cell_q_10_100,0.1931259453022553,0.0207629948772889,0.2448335472703168,0.0722009006737285,-0.1796247309025864,,
1190,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_cell_q_10_100,0.422169630102,0.2177925543088885,0.4278242108407546,0.2291652803460361,0.0018667666110552,,
1191,NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_cell_q_10_100,0.0241616710422375,0.0034491799063338,0.0247682855523284,0.0038065203727213,-0.328506645185438,,
1192,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_cell_q_10_100,0.3435170121020627,0.1677205742968819,0.3554804644722832,0.1849752061237264,-0.068417258130461,,
1193,NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_cell_q_10_100,0.1932878736747909,0.0378200944341714,0.2314151911538252,0.0727083608463549,-0.2198748214051914,,
1194,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_cell_q_10_100,0.4211072529204271,0.205201460579198,0.4380795427990351,0.242456564588909,0.0054136386265507,,
1195,NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_cell_q_10_100,0.0249740050829493,0.0018189598278705,0.0328880951072503,0.0033114345832173,-0.2922107831256464,,
1196,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_cell_q_10_100,0.3926563762554885,0.1980172193751246,0.3952268336484328,0.1974174408532489,-0.008682905897398,,
1197,NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_cell_q_10_100,0.2133111835357129,0.0238414668700677,0.230528511232432,0.0392359142227865,-0.2249532092540764,,
1198,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_cell_q_10_100,0.4218979270943775,0.2351568861988435,0.4540308994343429,0.2824429686664602,0.0112041974768294,,
1199,NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_cell_q_10_100,0.1449262311088223,0.0036921552129274,0.1159037817786441,-0.0037391275524628,-0.201617220713199,,
1200,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_cell_q_10_100,0.4287321307015605,0.2377738128088792,0.4405326040360636,0.2445276615063877,0.0098183822472331,,
1201,NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_cell_q_10_100,0.1663968980451403,0.0310738385466843,0.1942531434355616,0.0639808530358037,-0.1697383865054357,,
1202,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_cell_q_10_100,0.4408261309549832,0.2226351990340804,0.4682610941718673,0.2891587326227306,0.0072273662337451,,
1203,NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_cell_q_10_100,0.1567547577104222,0.0139884834854609,0.1914534864289558,0.0441540459824116,-0.2895022428057666,,
1204,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_cell_q_10_100,0.4155678764164016,0.2047136894926051,0.4289099659987878,0.2231620636632683,-0.0224020226845887,,
1205,SCALE,H3K27me3,PairedTag_Zhu_2021,500,filtered_q_75,0.2977468524895179,0.1307565825473211,0.2842072300239912,0.1226401100739929,-0.0452217806755215,,
1206,NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_q_75,0.1490664173045548,0.022904933412647,0.1151867388581171,0.0003602030328993,-0.2062409341111086,,
1207,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_q_75,0.4137833478995915,0.201598712324867,0.4193870182178941,0.2432918833725787,-0.0148923960146542,,
1208,SCALE,H3K27me3,PairedTag_Zhu_2021,1000,filtered_q_75,0.2458771281425652,0.0995468448609405,0.2323226330703263,0.1044157654190865,-0.0682313511951598,,
1209,NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_q_75,0.1915652503254689,0.0174787298781536,0.2382019104492882,0.025979548398375,-0.1794222489710846,,
1210,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_q_75,0.397547342486214,0.206801238883343,0.3879494319731324,0.1898013438851671,-0.0164177479178842,,
1211,SCALE,H3K27me3,PairedTag_Zhu_2021,10,filtered_q_75,0.1479218628814691,0.0449244934863318,0.1460346824615986,0.0494214886540628,-0.0990176540176919,,
1212,NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_q_75,0.0584326435160986,0.0105347659184568,0.0350678218201466,0.0015333808674833,-0.32673158301967,,
1213,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_q_75,0.3908162000506177,0.1767024280035473,0.3988186073259182,0.2106121502518058,-0.0195885888950259,,
1214,SCALE,H3K27me3,PairedTag_Zhu_2021,50,filtered_q_75,0.3576090170957171,0.1595280801146641,0.3506013059709975,0.1527262785702073,-0.0202055612957716,,
1215,NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_q_75,0.1838468784941865,0.0194489294380897,0.2176752960563905,0.0435005518641307,-0.229930200707818,,
1216,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_q_75,0.4233194252382517,0.2101687042513822,0.4368639920152729,0.2484564207290315,-0.0163672362180803,,
1217,SCALE,H3K27me3,PairedTag_Zhu_2021,20,filtered_q_75,0.330378575585967,0.1481080330485931,0.314814570454422,0.1260569768536716,-0.0217831154260797,,
1218,NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_q_75,0.0333747999884428,0.0040729941600304,0.0383519879045599,0.0050746276518761,-0.3022342688332045,,
1219,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_q_75,0.4164290367672983,0.2103859387251267,0.43757231088313,0.2445967133955391,-0.0088782877782521,,
1220,SCALE,H3K27me3,PairedTag_Zhu_2021,100,filtered_q_75,0.3594169307498633,0.1698925411399043,0.3525794964395866,0.1645268746632592,-0.0106609362530161,,
1221,NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_q_75,0.1417984302070195,0.0259522821183485,0.1559464599340493,0.033117293171275,-0.1913046544784418,,
1222,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_q_75,0.4266989311520933,0.1990886600899314,0.4459267227140671,0.2453406771796973,-0.0109343515903545,,
1223,SCALE,H3K27me3,PairedTag_Zhu_2021,300,filtered_q_75,0.3232770625071544,0.1463588887557882,0.3011125428110076,0.1256861374664322,-0.0266830476750142,,
1224,NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_q_75,0.2251474692616653,0.0517351504630737,0.2571012633532757,0.0551180217778211,-0.1799040241909457,,
1225,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_q_75,0.4197706139144926,0.2018596162070468,0.433963010190356,0.2241844967403073,-0.0110833610607002,,
1226,SCALE,H3K27me3,PairedTag_Zhu_2021,200,filtered_q_75,0.3501674124528149,0.171462261842243,0.3193927252807144,0.1502258776092354,-0.0094386210248714,,
1227,NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_q_75,0.2259934900917365,0.0268890048747539,0.2357283537896162,0.0496953226497796,-0.2065277032738032,,
1228,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_q_75,0.4223768042515208,0.2003500456066283,0.4335514745927249,0.2134561681875026,-0.0118967072593068,,
1229,SCALE,H3K27me3,PairedTag_Zhu_2021,30,filtered_q_75,0.3710806581955648,0.1730331652123973,0.3370686683501293,0.1589388840787089,-0.0118988001162327,,
1230,NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_q_75,0.1109988102051718,0.0197086386101732,0.0898095982141623,0.0155143401919831,-0.2719345901485228,,
1231,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_q_75,0.3984501404294012,0.1780175663384671,0.4021114792660811,0.2141307679057786,-0.0354144990941576,,
1232,NMF,H3K27me3,PairedTag_Zhu_2021,500,sampled_cell_p_80,0.1024654779322794,0.0100140227356275,0.1563879600766952,0.0269002399620694,-0.1871760133714347,,
1233,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,500,sampled_cell_p_80,0.4216742897879674,0.2179474129796848,0.431547018318404,0.2601373136444165,-0.0012269584755043,,
1234,NMF,H3K27me3,PairedTag_Zhu_2021,1000,sampled_cell_p_80,0.1844731277805419,0.0145056178364415,0.1838450993974924,0.0219227737989991,-0.2298802692748505,,
1235,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,1000,sampled_cell_p_80,0.4105897290998066,0.2123780765118201,0.4057897501304249,0.1986438857054212,-0.0152109336790742,,
1236,NMF,H3K27me3,PairedTag_Zhu_2021,10,sampled_cell_p_80,0.0358904939854117,0.0087045197239595,0.036158084761668,0.0068496368498826,-0.3508744748775742,,
1237,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,10,sampled_cell_p_80,0.3285668653565755,0.1658794141149116,0.3404625182705904,0.190437731289394,-0.0629208041725832,,
1238,NMF,H3K27me3,PairedTag_Zhu_2021,50,sampled_cell_p_80,0.146531111244259,0.019942026183967,0.1496547112645784,0.0237039517731861,-0.232126305024076,,
1239,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,50,sampled_cell_p_80,0.4099438752859278,0.2132360781334203,0.4248727892321023,0.2527702474857248,-0.0126953224508978,,
1240,NMF,H3K27me3,PairedTag_Zhu_2021,20,sampled_cell_p_80,0.0616986403189528,0.0059023720682519,0.0679361672495167,0.0101641794932615,-0.2941099732551298,,
1241,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,20,sampled_cell_p_80,0.4068083772458753,0.1920610108049097,0.4203940489028272,0.224669593937273,-0.0307828231299048,,
1242,NMF,H3K27me3,PairedTag_Zhu_2021,100,sampled_cell_p_80,0.1877945020095324,0.0191303740407938,0.1848754017442639,0.0253005238906383,-0.227940744321232,,
1243,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,100,sampled_cell_p_80,0.4147561947618511,0.1961304730843933,0.4265558905180656,0.2250935619163407,-0.0269799741309593,,
1244,NMF,H3K27me3,PairedTag_Zhu_2021,300,sampled_cell_p_80,0.2180281508260646,0.0279753364192784,0.1826406256328493,0.0070231163454519,-0.2243484501332266,,
1245,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,300,sampled_cell_p_80,0.4257422278911506,0.2386168623144543,0.4497243243884023,0.2940511604125269,-0.0094233806653096,,
1246,NMF,H3K27me3,PairedTag_Zhu_2021,200,sampled_cell_p_80,0.1474687572478097,0.0221971535585689,0.214641135523156,0.0653572088800242,-0.1688346278428548,,
1247,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,200,sampled_cell_p_80,0.4145487065546776,0.2071833323067646,0.4323244526772467,0.2581718507376193,-0.0120467333578282,,
1248,NMF,H3K27me3,PairedTag_Zhu_2021,30,sampled_cell_p_80,0.0634891804466191,0.0077168543466023,0.0680343764176575,0.008273786889744,-0.3292513365867829,,
1249,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,30,sampled_cell_p_80,0.4015220230826555,0.1823224538636296,0.3920299290415113,0.1871780776717296,-0.0292184789669003,,
1250,NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_cell_q_40_100,0.1702551650740117,0.0314790860669524,0.2163099980594116,0.0602248605111997,-0.1436368554729552,,
1251,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_cell_q_40_100,0.4700414816164808,0.2737453571271593,0.486807587218451,0.2983138475867226,0.0331491439430252,,
1252,NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_cell_q_40_100,0.2173556172463762,0.0358052874760191,0.2392242642926079,0.0560070333591945,-0.1662076214285592,,
1253,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_cell_q_40_100,0.4433159093690537,0.2483519446767403,0.4420707561367817,0.2489463837280677,0.0301884935164181,,
1254,NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_cell_q_40_100,0.044493683806077,0.0056855109031856,0.02901902986283,0.0018229950134522,-0.3628797061678896,,
1255,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_cell_q_40_100,0.3772893357359247,0.2227141001413188,0.4026380746148886,0.2542700490937009,-0.0206160862242069,,
1256,NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_cell_q_40_100,0.2450030923412554,0.0568958083931947,0.3145250774408675,0.1131647109824148,-0.2114301662619254,,
1257,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_cell_q_40_100,0.4056409911824453,0.205965290526505,0.3997535453864662,0.210770045632288,-0.0213642066642855,,
1258,NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_cell_q_40_100,0.0310342059760296,0.0033678880882289,0.024012702555384,0.0017909318683733,-0.3190991299459609,,
1259,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_cell_q_40_100,0.3943922917565076,0.196166666993938,0.3938799255670814,0.2032213153234707,-0.0201018235292477,,
1260,NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_cell_q_40_100,0.2515566833497543,0.0647961419509517,0.2939466982113458,0.1043764397423384,-0.2006275355869571,,
1261,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_cell_q_40_100,0.4586504829858924,0.3029468615867874,0.4769840513816837,0.304435351841135,0.0439992309893031,,
1262,NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_cell_q_40_100,0.2247457122250956,0.0505296390855243,0.3449512219818309,0.1801708624930374,-0.1354369943191992,,
1263,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_cell_q_40_100,0.4525178107428939,0.2825546033046436,0.4655061519996722,0.2901006489061317,0.031778068934014,,
1264,NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_cell_q_40_100,0.2806990114322594,0.0921417583531514,0.3012913766030803,0.104263513306453,-0.1599443914646527,,
1265,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_cell_q_40_100,0.4657170669446056,0.2700925139158126,0.4971474110747815,0.3548816771797778,0.0401554625800479,,
1266,NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_cell_q_40_100,0.1050635735154463,0.0156222669804657,0.0797091204749028,0.0059527813505383,-0.3153286800693868,,
1267,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_cell_q_40_100,0.430947202360792,0.2369466415196924,0.4485499906543334,0.2544899981594401,0.0141033733323623,,
